country,id,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Malta,470,,,,,,,,,,,,,,,,3353000000,3419000000,3461000000,3667000000,3827000000,4042000000,4072000000,4462000000,5425000000,6109000000,6392000000,6783000000,7972000000,9171000000,8760000000,9104000000,9788000000,9616000000,10797000000,11891000000,11342000000,12022000000,14156000000,16161000000,16340000000,16397000000,19737000000,19254000000,22217000000,24315000000,25750000000,27488000000,29135000000,30894000000,32773000000,34791000000
Marshall Islands,584,,,,,,,,,,,,,,,,,,110000000,112000000,113000000,115000000,123000000,132000000,131000000,133000000,138000000,143000000,150000000,147000000,151000000,161000000,172000000,181000000,186000000,186000000,184000000,202000000,214000000,220000000,233000000,242000000,259000000,253000000,259000000,280000000,297000000,317000000,338000000,354000000,369000000,384000000
Mauritania,478,,,,,,,,,,,1793000000,2055000000,2164000000,1847000000,1945000000,2092000000,2132000000,2072000000,2027000000,1986000000,1780000000,1746000000,1777000000,2051000000,2362000000,2936000000,4009000000,4328000000,5138000000,4725000000,5637000000,6782000000,6721000000,7331000000,6615000000,6182000000,6414000000,6826000000,7472000000,7894000000,8464000000,9126000000,9564000000,10649000000,10697000000,11470000000,11938000000,12510000000,13567000000,14112000000,14250000000
Mauritius,480,1242000000,1179000000,1131000000,1198000000,1108000000,1122000000,1515000000,1919000000,2225000000,2286000000,2743000000,3017000000,3398000000,3502000000,3887000000,4439000000,4590000000,4310000000,4354000000,4597000000,4935000000,4882000000,5123000000,6155000000,6962000000,6867000000,7123000000,8260000000,10125000000,9252000000,10138000000,11673000000,11826000000,12293000000,13074000000,12007000000,12594000000,13714000000,14736000000,14436000000,11408000000,11484000000,12908000000,14101000000,14953000000,15495000000,16638000000,17653000000,18717000000,19821000000,20968000000
Mexico,484,242153000000,311012000000,225706000000,184010000000,217001000000,230272000000,159434000000,174840000000,213893000000,260663000000,307613000000,368772000000,427661000000,530226000000,553618000000,380182000000,432158000000,523450000000,557485000000,631240000000,742061000000,796055000000,810666000000,765550000000,819459000000,917572000000,1020265000000,1102356000000,1161553000000,943437000000,1105424000000,1229014000000,1255110000000,1327436000000,1364508000000,1213294000000,1112233000000,1190721000000,1256300000000,1304106000000,1121065000000,1316569000000,1466465000000,1793799000000,1852723000000,1692640000000,1775296000000,1863832000000,1959010000000,2053884000000,2151879000000
"Micronesia, Fed. Sts.",583,,,,,,,,,,,,,,,,222000000,221000000,207000000,219000000,220000000,233000000,240000000,240000000,243000000,236000000,247000000,250000000,253000000,261000000,277000000,292000000,308000000,324000000,314000000,316000000,312000000,327000000,361000000,394000000,395000000,373000000,392000000,416000000,444000000,471000000,500000000,523000000,539000000,554000000,570000000,587000000
Moldova,498,,,,,,,,,,,,,864000000,1110000000,1158000000,1441000000,1694000000,1928000000,1697000000,1172000000,1315000000,1481000000,1662000000,1981000000,2598000000,2988000000,3408000000,4401000000,6055000000,5438000000,6977000000,8417000000,8708000000,9496000000,9402000000,7778000000,7981000000,9515000000,11252000000,11737000000,11530000000,13694000000,14493000000,16751000000,18126000000,19462000000,20611000000,22368000000,24299000000,26393000000,28736000000
Mongolia,496,2728000000,2854000000,2963000000,3071000000,2837000000,3294000000,3636000000,4086000000,4104000000,4275000000,2678000000,2821000000,1566000000,771000000,926000000,1452000000,1348000000,1181000000,1125000000,1057000000,1137000000,1268000000,1397000000,1595000000,1992000000,2523000000,3414000000,4235000000,5623000000,4584000000,7185000000,10410000000,12278000000,12582000000,12227000000,11620000000,11154000000,11481000000,13207000000,14206000000,13313000000,15286000000,17146000000,20315000000,23586000000,25804000000,27981000000,29965000000,32326000000,34573000000,36657000000
Montenegro,499,,,,,,,,,,,,,,,,,,,,,966000000,1150000000,1269000000,1681000000,2073000000,2261000000,2724000000,3686000000,4564000000,4171000000,4146000000,4544000000,4090000000,4466000000,4595000000,4055000000,4376000000,4855000000,5509000000,5543000000,4777000000,5865000000,6243000000,7532000000,8023000000,8562000000,9157000000,9612000000,10107000000,10631000000,11177000000
Morocco,504,23807000000,19329000000,19510000000,17635000000,16130000000,16280000000,21497000000,23713000000,28080000000,28901000000,32661000000,34940000000,36483000000,34259000000,38532000000,42238000000,46710000000,42366000000,45243000000,45055000000,42053000000,42704000000,45711000000,56345000000,64528000000,67468000000,74284000000,85539000000,100112000000,100535000000,100881000000,109705000000,106345000000,115608000000,119131000000,110414000000,111573000000,118541000000,127341000000,128920000000,121354000000,142022000000,130952000000,144438000000,155350000000,165835000000,176587000000,187662000000,199368000000,211597000000,224509000000
Mozambique,508,4615000000,3585000000,3662000000,3280000000,3417000000,4516000000,5301000000,2395000000,2105000000,2199000000,3529000000,3855000000,2799000000,2883000000,2958000000,3062000000,4030000000,4874000000,5551000000,6285000000,5931000000,5650000000,5951000000,6584000000,7937000000,8868000000,9510000000,10811000000,12920000000,12264000000,11412000000,14619000000,16688000000,17198000000,17978000000,16209000000,12069000000,13265000000,15017000000,15513000000,14235000000,16168000000,18884000000,20954000000,21944000000,23771000000,25394000000,27082000000,28720000000,32016000000,36344000000
Myanmar,104,,,,,,,,,,,,,,,,,,,5122000000,6400000000,7688000000,7087000000,6878000000,8826000000,10688000000,12051000000,13502000000,17745000000,25313000000,30675000000,37851000000,53250000000,58374000000,62656000000,53250000000,57338000000,58808000000,60285000000,67051000000,82568000000,65631000000,58264000000,61723000000,61466000000,61176000000,64944000000,70365000000,76178000000,82373000000,85757000000,89117000000
Namibia,516,,,,,,,,,,2268000000,2568000000,2841000000,3296000000,3156000000,3537000000,3948000000,3954000000,4110000000,3832000000,3824000000,3941000000,3577000000,3396000000,4974000000,6673000000,7324000000,7711000000,8730000000,8496000000,8915000000,11281000000,12423000000,13016000000,12168000000,12434000000,11450000000,10719000000,12883000000,13676000000,12539000000,10583000000,12399000000,12564000000,12402000000,13370000000,14214000000,15186000000,15905000000,16688000000,17486000000,17986000000
Nauru,520,,,,,,,,,,,,,,,,,,,,,,,,,32000000,31000000,29000000,25000000,36000000,47000000,50000000,69000000,101000000,89000000,97000000,76000000,100000000,109000000,131000000,125000000,125000000,176000000,152000000,152000000,161000000,169000000,174000000,181000000,188000000,197000000,205000000
Nepal,524,2258000000,2641000000,2669000000,2920000000,3089000000,3208000000,3491000000,3621000000,4270000000,4317000000,4442000000,4861000000,4417000000,4743000000,4954000000,5379000000,5544000000,6027000000,5992000000,6164000000,6537000000,6719000000,6816000000,7218000000,8297000000,9331000000,10316000000,11777000000,14310000000,14663000000,18253000000,21685000000,21703000000,22162000000,22722000000,24361000000,24524000000,28972000000,33112000000,34186000000,33434000000,36927000000,41183000000,40907000000,43419000000,46080000000,49603000000,54449000000,59728000000,65494000000,71783000000
Netherlands,528,194031000000,162629000000,157560000000,153396000000,142779000000,144859000000,201883000000,247277000000,264596000000,260900000000,321859000000,331565000000,366520000000,356434000000,383091000000,453377000000,451508000000,418023000000,439215000000,448223000000,417834000000,432539000000,475194000000,582290000000,660925000000,688514000000,737633000000,853600000000,957797000000,878000000000,853161000000,912980000000,846225000000,883964000000,901789000000,775822000000,796944000000,847934000000,930155000000,929006000000,931814000000,1055173000000,1047364000000,1154694000000,1227174000000,1272011000000,1326163000000,1370330000000,1416591000000,1464429000000,1514003000000
New Zealand,554,22551000000,23472000000,23237000000,22484000000,22377000000,22539000000,27428000000,36978000000,45505000000,44132000000,45722000000,43440000000,41515000000,44807000000,52920000000,62241000000,69100000000,68869000000,56815000000,58898000000,54127000000,53128000000,62061000000,82408000000,101601000000,113264000000,109740000000,134859000000,135606000000,122011000000,145736000000,167167000000,175361000000,187292000000,200305000000,176455000000,186081000000,203819000000,209747000000,210995000000,210541000000,249775000000,245203000000,253436000000,257728000000,248666000000,259160000000,270294000000,281646000000,293869000000,306301000000
Nicaragua,558,1832000000,2156000000,2497000000,2900000000,3966000000,3854000000,5800000000,3409000000,1499000000,2082000000,519000000,3678000000,3894000000,3726000000,3861000000,4140000000,4308000000,4390000000,4635000000,4856000000,5109000000,5335000000,5224000000,5322000000,5793000000,6321000000,6764000000,7423000000,8497000000,8297000000,8759000000,9774000000,10532000000,10983000000,11880000000,12757000000,13286000000,13786000000,13025000000,12713000000,12730000000,14208000000,15634000000,17820000000,19710000000,21155000000,22683000000,24416000000,26281000000,28289000000,30451000000
Niger,562,3531000000,3056000000,2840000000,2538000000,2056000000,2027000000,2680000000,3143000000,3210000000,3068000000,3491000000,3271000000,3372000000,3041000000,1935000000,2296000000,2397000000,2285000000,2639000000,2532000000,2235000000,2442000000,2772000000,3382000000,3746000000,4372000000,4743000000,5716000000,7279000000,7324000000,7838000000,8754000000,9412000000,10206000000,10830000000,9684000000,10350000000,11181000000,12814000000,12917000000,13764000000,14923000000,15458000000,16809000000,19866000000,21874000000,24148000000,26186000000,28298000000,30593000000,33083000000
Nigeria,566,,,,,,,,,,,62165000000,60131000000,52275000000,56807000000,80128000000,132230000000,172686000000,187866000000,209677000000,57477000000,67824000000,73128000000,93983000000,102935000000,130345000000,169645000000,222791000000,266334000000,335378000000,302456000000,374098000000,419942000000,467157000000,521861000000,576004000000,494307000000,405019000000,375756000000,421739000000,474517000000,432299000000,441074000000,476468000000,363816000000,187640000000,188271000000,192337000000,211802000000,236525000000,264516000000,297439000000
North Macedonia,807,,,,,,,,,,,,,2443000000,2687000000,3561000000,4687000000,4642000000,3928000000,3764000000,3867000000,3774000000,3709000000,3991000000,4946000000,5684000000,6257000000,6860000000,8337000000,9912000000,9400000000,9415000000,10499000000,9751000000,10824000000,11378000000,10067000000,10686000000,11336000000,12694000000,12609000000,12385000000,14008000000,13957000000,15772000000,16679000000,17885000000,19049000000,20146000000,21220000000,22368000000,23618000000
Norway,578,64439000000,63597000000,62647000000,61627000000,62058000000,65417000000,78693000000,94231000000,101901000000,102634000000,119791000000,121872000000,130838000000,120579000000,127132000000,152031000000,163520000000,161357000000,154230000000,162384000000,171456000000,174240000000,195915000000,229385000000,265267000000,309979000000,346914000000,402646000000,464915000000,387974000000,431052000000,501361000000,512777000000,526014000000,501737000000,388160000000,370957000000,401745000000,439789000000,408743000000,367633000000,503368000000,596298000000,482950000000,483727000000,504276000000,520593000000,538234000000,555165000000,572965000000,591969000000
Oman,512,7269000000,8849000000,9285000000,9733000000,10726000000,11916000000,9433000000,9890000000,9613000000,10743000000,13395000000,13000000000,14274000000,14321000000,14808000000,15821000000,17512000000,18154000000,16044000000,17833000000,22259000000,22206000000,23066000000,24734000000,28379000000,35507000000,42578000000,48300000000,69805000000,55454000000,64994000000,77497000000,87409000000,89936000000,92699000000,78711000000,75129000000,80857000000,91506000000,88061000000,75909000000,87324000000,109853000000,105896000000,106943000000,104351000000,107339000000,113347000000,119604000000,126247000000,133172000000
Pakistan,586,38616000000,45681000000,49932000000,46619000000,50612000000,50607000000,51827000000,54171000000,62385000000,65042000000,65276000000,74158000000,79338000000,83969000000,84642000000,98917000000,103296000000,101848000000,101381000000,96008000000,99421000000,96784000000,98169000000,112507000000,132206000000,145209000000,161871000000,184141000000,202204000000,187074000000,196712000000,230577000000,250094000000,258674000000,271422000000,299930000000,313623000000,339229000000,356163000000,321071000000,300410000000,348481000000,374850000000,337754000000,373078000000,,,,,,
Palau,585,,,,,,,,,,,,,,,,,,,,,150000000,159000000,163000000,155000000,166000000,186000000,191000000,196000000,199000000,184000000,184000000,195000000,215000000,226000000,245000000,283000000,303000000,290000000,288000000,282000000,259000000,236000000,248000000,275000000,306000000,333000000,352000000,370000000,387000000,404000000,422000000
Panama,591,4253000000,4814000000,5319000000,5461000000,5700000000,6030000000,6266000000,6294000000,5441000000,5456000000,5931000000,6522000000,7414000000,8096000000,8633000000,8825000000,10406000000,11245000000,12191000000,12775000000,12958000000,13166000000,13685000000,14422000000,15811000000,17244000000,19109000000,22072000000,26072000000,28104000000,30513000000,35950000000,41902000000,47261000000,51740000000,56062000000,60017000000,64468000000,67294000000,69722000000,57087000000,67407000000,76523000000,83382000000,87688000000,91675000000,97249000000,103161000000,109433000000,116087000000,123145000000
Papua New Guinea,598,4087000000,4011000000,3805000000,3799000000,3509000000,3250000000,3535000000,3885000000,5400000000,5238000000,4757000000,5596000000,6466000000,7349000000,8077000000,7149000000,7608000000,7272000000,5558000000,5072000000,5169000000,4531000000,4387000000,5488000000,6279000000,7339000000,8355000000,9545000000,11671000000,11619000000,14251000000,17985000000,21295000000,21261000000,23211000000,21723000000,20759000000,22743000000,24110000000,24751000000,23848000000,26113000000,31653000000,30729000000,31654000000,32835000000,33924000000,35310000000,36550000000,37688000000,39101000000
Paraguay,600,4095000000,5220000000,5470000000,6069000000,4931000000,4214000000,5032000000,4216000000,5584000000,4046000000,4904000000,6984000000,7158000000,7249000000,7871000000,9062000000,9788000000,9965000000,9260000000,8837000000,8856000000,8496000000,7196000000,7691000000,9624000000,10738000000,13430000000,17856000000,24615000000,22355000000,27129000000,33737000000,33296000000,38651000000,40378000000,36211000000,36090000000,38997000000,40225000000,37925000000,35432000000,39951000000,41953000000,43118000000,43989000000,45465000000,48088000000,50745000000,53554000000,56532000000,59637000000
Peru,604,20190000000,24398000000,24259000000,18863000000,19442000000,16823000000,25241000000,41681000000,32978000000,40699000000,28326000000,33988000000,35377000000,34330000000,43225000000,51380000000,53412000000,56281000000,53918000000,48719000000,50414000000,51034000000,53954000000,58537000000,66126000000,74232000000,87459000000,102187000000,121308000000,121892000000,149230000000,171369000000,193276000000,203042000000,203785000000,192850000000,196348000000,216578000000,227583000000,233004000000,206461000000,226268000000,244419000000,267482000000,289070000000,303293000000,319095000000,333627000000,348299000000,364090000000,380757000000
Philippines,608,37082000000,40735000000,42441000000,37953000000,35860000000,34973000000,34129000000,37932000000,43293000000,48652000000,50508000000,51784000000,60422000000,62037000000,73159000000,84644000000,94650000000,94106000000,74492000000,85640000000,83667000000,78921000000,84307000000,87039000000,95002000000,107420000000,127653000000,155980000000,181007000000,176132000000,208369000000,234217000000,261920000000,283903000000,297484000000,306446000000,318627000000,328481000000,346842000000,376823000000,361751000000,394087000000,404353000000,437055000000,461617000000,497495000000,538789000000,586087000000,638178000000,695311000000,757672000000
Poland,616,56908000000,53921000000,65520000000,75792000000,75893000000,71137000000,74053000000,64040000000,68963000000,67237000000,62401000000,80863000000,89166000000,90828000000,104213000000,139800000000,157485000000,157987000000,172929000000,168657000000,172151000000,191403000000,199694000000,218561000000,256454000000,307158000000,345898000000,429715000000,535612000000,440954000000,478111000000,527848000000,498149000000,518180000000,542266000000,479729000000,472883000000,528497000000,594641000000,602592000000,605930000000,689253000000,695734000000,809706000000,908583000000,979960000000,1040634000000,1102183000000,1167004000000,1234508000000,1304959000000
Portugal,620,32607000000,32477000000,30678000000,28267000000,25951000000,27231000000,37869000000,47386000000,55435000000,59806000000,79439000000,89904000000,108119000000,95139000000,99692000000,118182000000,122655000000,117211000000,124124000000,127597000000,118658000000,121605000000,134700000000,165185000000,189296000000,197363000000,208767000000,240524000000,263388000000,244402000000,238639000000,245383000000,216674000000,226681000000,230138000000,199059000000,206249000000,220785000000,242203000000,240142000000,229435000000,256226000000,257101000000,289781000000,308590000000,321440000000,336265000000,347893000000,360829000000,374432000000,388164000000
Puerto Rico (US),630,14436000000,15956000000,16764000000,17277000000,19163000000,20289000000,21969000000,23878000000,26178000000,28267000000,30604000000,32287000000,34630000000,36923000000,39691000000,42647000000,45341000000,48187000000,54086000000,57841000000,61702000000,69669000000,72546000000,75834000000,80322000000,83915000000,87276000000,89524000000,93639000000,96386000000,98381000000,100352000000,101565000000,102450000000,102446000000,103376000000,104337000000,103446000000,100958000000,105126000000,103131000000,106427000000,113567000000,117902000000,120978000000,122522000000,124775000000,128477000000,131641000000,134823000000,137978000000
Qatar,634,6665000000,7374000000,6467000000,5506000000,5708000000,5339000000,4214000000,4441000000,4260000000,4502000000,6266000000,5579000000,6384000000,5804000000,5946000000,6861000000,7761000000,9976000000,8488000000,11266000000,18085000000,17498000000,19334000000,23716000000,30651000000,44636000000,58629000000,75987000000,112621000000,88196000000,119707000000,167775000000,186834000000,198728000000,206225000000,161740000000,151732000000,161099000000,183335000000,176371000000,144411000000,179732000000,235709000000,213003000000,221452000000,222776000000,236073000000,256377000000,269131000000,278701000000,292196000000
Romania,642,46053000000,55319000000,55375000000,48401000000,39111000000,48286000000,52290000000,58477000000,60538000000,54236000000,38516000000,29070000000,19779000000,26624000000,30376000000,35838000000,35692000000,35644000000,42543000000,35953000000,37447000000,40396000000,46035000000,57790000000,75059000000,98547000000,122114000000,174831000000,215567000000,174572000000,170329000000,192846000000,179228000000,189839000000,199989000000,177878000000,185337000000,210530000000,243651000000,251652000000,252372000000,286783000000,296928000000,350847000000,384148000000,403395000000,424375000000,446232000000,470105000000,496488000000,524867000000
Russian Federation,643,,,,,,,,,,,,,71603000000,196227000000,293768000000,335777000000,412685000000,433704000000,287672000000,209657000000,278264000000,328475000000,370062000000,461518000000,633294000000,817717000000,1060901000000,1393416000000,1779109000000,1307927000000,1633111000000,2046621000000,2191486000000,2288428000000,2048837000000,1356703000000,1280648000000,1575140000000,1653005000000,1695724000000,1488118000000,1828927000000,2295527000000,2059762000000,2161205000000,2076396000000,2085148000000,2153274000000,2227172000000,2303677000000,2384213000000
Rwanda,646,1493000000,1695000000,1808000000,1932000000,1851000000,2199000000,2490000000,2765000000,2959000000,3090000000,2954000000,2179000000,2313000000,2231000000,1418000000,1470000000,1593000000,2144000000,2290000000,2131000000,2049000000,1967000000,1963000000,2139000000,2388000000,2945000000,3318000000,4069000000,5183000000,5675000000,6124000000,6885000000,7654000000,7821000000,8240000000,8546000000,8695000000,9253000000,9638000000,10349000000,10174000000,11066000000,13313000000,14331000000,14251000000,14771000000,15472000000,16308000000,17239000000,18430000000,19968000000
St. Kitts and Nevis,659,58000000,69000000,79000000,78000000,91000000,101000000,119000000,136000000,161000000,179000000,203000000,201000000,223000000,243000000,272000000,293000000,312000000,351000000,366000000,389000000,421000000,458000000,481000000,469000000,507000000,547000000,644000000,689000000,778000000,774000000,779000000,836000000,825000000,875000000,953000000,957000000,1007000000,1058000000,1076000000,1107000000,884000000,859000000,981000000,1056000000,1117000000,1129000000,1175000000,1229000000,1287000000,1350000000,1412000000
St. Lucia,662,170000000,194000000,183000000,197000000,251000000,284000000,340000000,375000000,429000000,486000000,579000000,613000000,674000000,684000000,713000000,762000000,788000000,805000000,877000000,921000000,932000000,892000000,899000000,987000000,1066000000,1135000000,1268000000,1331000000,1427000000,1400000000,1483000000,1569000000,1598000000,1660000000,1749000000,1808000000,1869000000,1999000000,2061000000,2095000000,1499000000,1867000000,2343000000,2430000000,2523000000,2632000000,2753000000,2879000000,3003000000,3124000000,3251000000
St. Vincent and the Grenadines,670,89000000,110000000,123000000,132000000,146000000,157000000,173000000,189000000,216000000,232000000,259000000,275000000,300000000,309000000,312000000,341000000,358000000,375000000,403000000,421000000,427000000,461000000,488000000,508000000,549000000,580000000,643000000,713000000,731000000,714000000,720000000,713000000,727000000,766000000,771000000,786000000,814000000,844000000,884000000,910000000,864000000,888000000,970000000,1071000000,1162000000,1242000000,1303000000,1365000000,1430000000,1497000000,1568000000
Samoa,882,127000000,119000000,122000000,113000000,111000000,106000000,112000000,124000000,138000000,141000000,182000000,176000000,193000000,198000000,158000000,242000000,258000000,280000000,286000000,262000000,271000000,273000000,289000000,342000000,418000000,486000000,516000000,568000000,684000000,618000000,680000000,744000000,773000000,798000000,797000000,824000000,844000000,885000000,878000000,913000000,869000000,844000000,833000000,938000000,1068000000,1160000000,1217000000,1269000000,1323000000,1392000000,1454000000
San Marino,674,,,,,,,,,,,,,,,,,,,,,1008000000,1060000000,1148000000,1462000000,1714000000,1788000000,1910000000,2189000000,2403000000,2062000000,1883000000,1813000000,1606000000,1678000000,1674000000,1420000000,1468000000,1528000000,1656000000,1616000000,1543000000,1857000000,1833000000,2003000000,2063000000,2047000000,2114000000,2181000000,2253000000,2329000000,2406000000
Saudi Arabia,682,164540000000,184292000000,153240000000,129181000000,119631000000,103894000000,86886000000,85582000000,88138000000,95217000000,117474000000,132047000000,136905000000,132790000000,134995000000,143152000000,158451000000,165742000000,146776000000,161717000000,189515000000,184138000000,189606000000,215808000000,258742000000,328205000000,376398000000,415687000000,519797000000,429098000000,528207000000,676635000000,741850000000,753864000000,766606000000,669485000000,666000000000,714994000000,846584000000,838565000000,734271000000,874157000000,1108571000000,1067583000000,1085358000000,1083749000000,1122465000000,1180930000000,1242552000000,1307069000000,1374158000000
Senegal,686,4338000000,3934000000,3850000000,3435000000,3350000000,3668000000,5188000000,6241000000,6173000000,6083000000,7078000000,6955000000,7435000000,7014000000,4746000000,6026000000,6300000000,5867000000,6416000000,6599000000,6016000000,6508000000,7001000000,8767000000,10072000000,11015000000,11699000000,13996000000,16852000000,16128000000,16134000000,17811000000,17672000000,18919000000,19802000000,17777000000,19035000000,20989000000,23127000000,23405000000,24534000000,27584000000,27750000000,30625000000,32892000000,34728000000,36784000000,39299000000,42114000000,44931000000,48347000000
Serbia,688,,,,,,,,,,,,,,,,,,24995000000,20001000000,12893000000,10431000000,13650000000,17997000000,23627000000,26718000000,28143000000,33421000000,45121000000,54117000000,46949000000,43067000000,51274000000,45111000000,50456000000,49114000000,41297000000,42225000000,45973000000,52788000000,53865000000,55874000000,65830000000,66798000000,81343000000,89074000000,92549000000,99945000000,108090000000,115392000000,123734000000,132629000000
Seychelles,690,147000000,154000000,148000000,147000000,151000000,169000000,208000000,249000000,284000000,305000000,369000000,374000000,434000000,474000000,486000000,508000000,503000000,563000000,608000000,623000000,615000000,622000000,698000000,706000000,839000000,919000000,1016000000,1034000000,998000000,847000000,970000000,1018000000,1060000000,1328000000,1388000000,1432000000,1568000000,1675000000,1777000000,1867000000,1384000000,1490000000,2018000000,2187000000,2168000000,2198000000,2284000000,2388000000,2498000000,2613000000,2756000000
Sierra Leone,694,2708000000,2903000000,3264000000,2838000000,3283000000,2794000000,2092000000,1823000000,2988000000,2745000000,1509000000,1812000000,1580000000,1786000000,2118000000,2026000000,2188000000,1974000000,1562000000,1555000000,1498000000,1726000000,1990000000,2218000000,2339000000,2738000000,3144000000,3451000000,3926000000,3795000000,4174000000,4799000000,5746000000,6736000000,6521000000,6750000000,6038000000,5823000000,6390000000,6519000000,6682000000,7165000000,7119000000,6397000000,7653000000,8386000000,8726000000,9142000000,9592000000,10067000000,10553000000
Singapore,702,12082000000,14367000000,15879000000,18011000000,19563000000,18573000000,18780000000,21629000000,26551000000,31436000000,38892000000,45465000000,52131000000,60604000000,73689000000,87813000000,96293000000,100124000000,85728000000,86287000000,96077000000,89794000000,92538000000,97646000000,115034000000,127808000000,148627000000,180942000000,193617000000,194150000000,239808000000,279357000000,295093000000,307576000000,314864000000,307999000000,319646000000,343673000000,377124000000,376162000000,349166000000,436591000000,509018000000,505440000000,547387000000,564774000000,585946000000,611464000000,639122000000,667781000000,698073000000
Slovak Republic,703,,,,,,,,,,,,,,13906000000,16046000000,20297000000,21871000000,22037000000,22917000000,20890000000,20711000000,21384000000,24849000000,33864000000,43023000000,48912000000,57480000000,77260000000,97122000000,89246000000,91187000000,99688000000,94784000000,99136000000,101739000000,89188000000,90322000000,95944000000,106660000000,105855000000,107646000000,120672000000,116020000000,132947000000,140636000000,147031000000,154958000000,162291000000,169902000000,177033000000,184366000000
Slovenia,705,,,,,,,,,,,,,19285000000,16637000000,16857000000,21399000000,21480000000,20769000000,22080000000,22668000000,20262000000,20693000000,23263000000,29399000000,34190000000,36002000000,39293000000,47886000000,55503000000,49921000000,47832000000,51190000000,46196000000,47868000000,49527000000,42714000000,44279000000,48136000000,53713000000,53916000000,53342000000,61570000000,59975000000,69168000000,72463000000,75224000000,79019000000,82537000000,86106000000,89962000000,94032000000
Solomon Islands,090,183000000,194000000,193000000,181000000,182000000,166000000,148000000,155000000,176000000,173000000,215000000,228000000,269000000,301000000,403000000,469000000,511000000,527000000,458000000,488000000,420000000,410000000,346000000,353000000,398000000,477000000,539000000,620000000,699000000,736000000,847000000,1050000000,1185000000,1286000000,1336000000,1308000000,1379000000,1470000000,1615000000,1619000000,1536000000,1523000000,1566000000,1661000000,1777000000,1898000000,2020000000,2131000000,2246000000,2371000000,2490000000
Somalia,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022000000,5183000000,5869000000,6443000000,6841000000,7391000000,8252000000,7873000000,8655000000,8628000000,9484000000,10203000000,10969000000,12134000000,12994000000,14144000000,15567000000,16976000000,18253000000,19534000000
South Africa,710,89412000000,93150000000,85897000000,96205000000,84838000000,64481000000,73399000000,96533000000,104010000000,108070000000,126027000000,135227000000,146970000000,147236000000,153569000000,171736000000,163340000000,169004000000,152885000000,151426000000,151855000000,135527000000,129385000000,197017000000,256188000000,288749000000,304055000000,332650000000,316491000000,331184000000,417315000000,458708000000,434400000000,400877000000,381195000000,346663000000,323493000000,381317000000,405093000000,389245000000,337876000000,420778000000,406755000000,380592000000,400191000000,410338000000,424241000000,439310000000,455523000000,472093000000,490013000000
South Sudan,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17340000000,11267000000,14947000000,15178000000,15326000000,2419000000,1302000000,2687000000,4044000000,5423000000,5940000000,8037000000,7186000000,5423000000,3998000000,6485000000,6892000000,7282000000,7991000000,8475000000
Spain,724,231048000000,204843000000,197890000000,173072000000,172597000000,181847000000,251618000000,318787000000,374535000000,413106000000,536322000000,577166000000,630910000000,529980000000,531801000000,614713000000,642480000000,590500000000,619541000000,635025000000,598367000000,627803000000,708437000000,907736000000,1069344000000,1155306000000,1261914000000,1476920000000,1635936000000,1494963000000,1429155000000,1487307000000,1331838000000,1362207000000,1380600000000,1206287000000,1242673000000,1321288000000,1432292000000,1403651000000,1288751000000,1462216000000,1447636000000,1620558000000,1722227000000,1799511000000,1886218000000,1961594000000,2037746000000,2117209000000,2201213000000
Sri Lanka,144,5194000000,5404000000,5834000000,6298000000,7382000000,7302000000,7826000000,8149000000,8518000000,8550000000,9787000000,10716000000,11553000000,12351000000,14245000000,15127000000,16592000000,18544000000,19050000000,19143000000,20007000000,19236000000,20238000000,22352000000,24423000000,28880000000,33447000000,38270000000,48177000000,49750000000,58643000000,67725000000,70392000000,76934000000,82483000000,85091000000,88000000000,94376000000,94484000000,89015000000,84304000000,88609000000,74584000000,83723000000,98964000000,,,,,,
Sudan,729,9095000000,6530000000,4748000000,6485000000,7992000000,5547000000,7400000000,11964000000,9551000000,16853000000,2245000000,2528000000,3100000000,5246000000,5961000000,6694000000,8377000000,10241000000,10924000000,10714000000,13134000000,15716000000,18137000000,21355000000,26646000000,35183000000,45264000000,59440000000,64833000000,54812000000,65716000000,66448000000,48948000000,52892000000,60726000000,64534000000,64888000000,48906000000,33590000000,31484000000,35237000000,35142000000,33517000000,36998000000,28270000000,31506000000,36362000000,42730000000,47008000000,50616000000,53619000000
Suriname,740,1276000000,1427000000,1469000000,1419000000,1387000000,1402000000,1430000000,1573000000,1864000000,2177000000,577000000,637000000,590000000,465000000,523000000,993000000,1234000000,1322000000,1588000000,1308000000,1355000000,1167000000,1474000000,1729000000,2000000000,2393000000,2812000000,3144000000,3783000000,4150000000,4677000000,4735000000,5332000000,5510000000,5612000000,5126000000,3317000000,3592000000,3996000000,4016000000,2912000000,3084000000,3631000000,3445000000,4458000000,4506000000,4685000000,4966000000,8743000000,11815000000,12600000000
